日期,大类名称,中类名称,商品名称,销售数量,销售金额,退货金额,折扣金额,利润率,客单价
2024-05-26,家居用品,家具,书柜,110,74051.53,2777.81,7290.97,0.23,673.2
2024-05-26,服装,女装,连衣裙,133,47480.23,2153.67,5716.58,0.24,356.99
2024-05-26,食品,粮油,调和油,446,349617.09,6084.05,37839.72,0.49,783.89
2024-05-26,食品,零食,进口巧克力,168,150011.94,6899.15,14579.12,0.45,892.93
2024-05-26,食品,调味品,松露油,486,190880.81,4795.18,16328.17,0.45,392.76
2024-05-26,电子产品,相机,索尼A7M4,82,454291.61,20219.24,46857.96,0.28,5540.14
2024-05-26,食品,调味品,进口橄榄油,426,412969.36,15146.31,40530.16,0.41,969.41
2024-05-26,家居用品,家具,书柜,157,234007.67,9148.96,30184.89,0.27,1490.49
2024-05-26,服装,女装,外套,98,159205.4,2300.96,18729.97,0.19,1624.54
2024-05-26,服装,配饰,奢侈品包包,87,68662.8,3233.19,8560.22,0.15,789.23
2024-05-26,服装,配饰,手表,195,536058.35,12737.79,79997.58,0.45,2749.02
2024-05-26,服装,配饰,手表,242,671704.86,11359.91,82874.09,0.5,2775.64
2024-05-26,服装,童装,连衣裙,66,66094.77,1808.73,9494.29,0.18,1001.44
2024-05-26,电子产品,配件,无线耳机,64,35613.01,851.0,3141.11,0.44,556.45
2024-05-27,电子产品,笔记本,MacBook Pro,68,597532.57,20247.48,88979.32,0.21,8787.24
2024-05-27,电子产品,智能手表,小米手环,10,88754.97,2305.76,10729.28,0.28,8875.5
2024-05-27,食品,粮油,橄榄油,380,236617.99,5892.0,34547.38,0.35,622.68
2024-05-27,家居用品,灯具,北欧吊灯,118,483748.04,23362.11,56875.58,0.44,4099.56
2024-05-27,电子产品,笔记本,华为MateBook,29,285937.32,10594.78,39210.52,0.23,9859.91
2024-05-27,食品,生鲜,进口水果,369,199650.76,3712.25,16735.51,0.47,541.06
2024-05-27,电子产品,笔记本,联想ThinkPad,16,123414.65,1689.78,16929.15,0.33,7713.42
2024-05-27,服装,运动装,彪马,198,550148.79,19980.23,28593.72,0.2,2778.53
2024-05-27,电子产品,相机,佳能R6,90,61968.08,2915.17,6150.4,0.16,688.53
2024-05-27,电子产品,笔记本,联想ThinkPad,35,112114.81,3662.14,12047.19,0.23,3203.28
2024-05-27,电子产品,笔记本,戴尔XPS,63,45124.2,1627.42,2897.35,0.42,716.26
2024-05-27,食品,粮油,面条,162,67860.41,2919.97,5083.31,0.21,418.89
2024-05-27,食品,粮油,橄榄油,318,208351.44,9390.93,16664.08,0.26,655.19
2024-05-28,食品,零食,糖果,455,278251.4,7782.32,21566.53,0.17,611.54
2024-05-28,服装,配饰,奢侈品包包,89,177057.66,6230.17,24139.23,0.46,1989.41
2024-05-28,电子产品,配件,无线耳机,91,616174.19,28952.5,74415.6,0.32,6771.14
2024-05-28,食品,饮料,茅台酒,36,24501.02,1147.97,3660.75,0.42,680.58
2024-05-28,家居用品,卫浴,浴缸套装,127,402086.04,14086.09,24880.59,0.19,3166.03
2024-05-28,服装,男装,商务西服,19,44807.88,456.18,2840.44,0.21,2358.31
2024-05-28,服装,运动装,安德玛,144,32622.2,1238.67,2988.75,0.43,226.54
2024-05-28,家居用品,厨具,进口刀具,11,21276.47,581.33,2758.17,0.35,1934.22
2024-05-28,家居用品,家纺,床上四件套,166,536737.17,7517.75,40189.03,0.35,3233.36
2024-05-28,服装,童装,品牌童装,278,532942.57,19867.3,50145.43,0.23,1917.06
2024-05-28,电子产品,相机,索尼A7M4,16,47420.12,1015.08,3866.18,0.28,2963.76
2024-05-28,家居用品,家具,办公椅,45,215547.82,3220.71,26004.5,0.33,4789.95
2024-05-28,食品,粮油,调和油,450,193725.41,5636.94,14047.37,0.17,430.5
2024-05-28,家居用品,灯具,射灯,149,571188.06,25279.89,59084.27,0.47,3833.48
2024-05-28,家居用品,家纺,蚕丝被,170,290163.45,11411.75,19272.46,0.16,1706.84
2024-05-28,服装,女装,外套,278,693200.86,16480.24,68762.71,0.44,2493.53
2024-05-29,服装,女装,连衣裙,92,27053.49,1195.46,3524.07,0.34,294.06
2024-05-29,食品,零食,进口巧克力,375,34139.85,1623.13,1832.09,0.25,91.04
2024-05-29,电子产品,游戏机,Xbox Series X,96,47815.58,2301.55,5133.4,0.43,498.08
2024-05-29,服装,配饰,钻石项链,94,152632.07,6048.3,14351.96,0.33,1623.75
2024-05-29,食品,饮料,矿泉水,402,299061.82,9395.59,32595.82,0.43,743.93
2024-05-29,家居用品,家具,实木餐桌,80,204754.84,5596.31,25593.43,0.17,2559.44
2024-05-29,食品,调味品,松露油,369,347808.49,14667.23,29449.95,0.18,942.57
2024-05-29,服装,女装,套装,203,37071.68,1342.48,4453.39,0.17,182.62
2024-05-29,家居用品,家纺,蚕丝被,81,258283.95,12640.81,16809.01,0.44,3188.69
2024-05-29,家居用品,卫浴,浴缸套装,169,53931.42,669.97,3641.28,0.41,319.12
2024-05-29,电子产品,配件,无线耳机,28,122119.02,2178.04,10739.97,0.24,4361.39
2024-05-29,家居用品,厨具,料理机,66,127518.02,5488.37,17381.46,0.47,1932.09
2024-05-29,服装,女装,套装,49,33620.05,371.15,3658.77,0.48,686.12
2024-05-29,食品,粮油,橄榄油,486,416749.25,20266.36,28071.35,0.25,857.51
2024-05-29,食品,生鲜,进口水果,182,179023.33,1819.9,12067.25,0.23,983.64
2024-05-29,家居用品,卫浴,镜子,182,236442.39,4784.03,27931.22,0.42,1299.13
2024-05-29,服装,运动装,耐克运动服,136,282993.24,13281.83,28074.48,0.31,2080.83
2024-05-29,家居用品,卫浴,浴室柜,141,655038.11,20879.39,41913.8,0.32,4645.66
2024-05-30,服装,女装,连衣裙,16,6074.0,119.06,380.04,0.42,379.62
2024-05-30,电子产品,笔记本,联想ThinkPad,41,242405.67,3111.84,31150.23,0.39,5912.33
2024-05-30,家居用品,家纺,蚕丝被,134,54340.36,722.7,8126.3,0.35,405.53
2024-05-30,家居用品,家具,实木餐桌,115,189586.9,4644.6,24073.06,0.19,1648.58
2024-05-30,电子产品,游戏机,PS5,12,117330.96,2185.26,8136.59,0.35,9777.58
2024-05-30,电子产品,手机,iPhone 15 Pro,8,55768.1,1773.48,7465.79,0.44,6971.01
2024-05-30,电子产品,配件,充电器,30,225692.08,8805.75,14304.69,0.42,7523.07
2024-05-30,家居用品,厨具,进口刀具,186,680144.12,27031.16,61887.37,0.22,3656.69
2024-05-30,家居用品,家纺,毛巾套装,27,63415.12,2890.74,3479.46,0.41,2348.71
2024-05-30,服装,运动装,安德玛,12,33411.8,1101.99,3171.17,0.17,2784.32
2024-05-30,食品,粮油,有机大米,213,40769.76,1165.92,3813.09,0.33,191.41
2024-05-30,家居用品,厨具,进口刀具,48,155475.87,7609.81,17097.11,0.45,3239.08
2024-05-30,服装,童装,外套,39,49551.36,2253.95,4327.07,0.17,1270.55
2024-05-30,食品,生鲜,蔬菜,350,254646.13,7835.61,26984.34,0.36,727.56
2024-05-30,食品,零食,糖果,350,31087.6,714.37,2301.35,0.44,88.82
2024-05-30,家居用品,灯具,落地灯,35,136726.36,3757.75,9512.55,0.42,3906.47
2024-05-30,电子产品,平板电脑,小米平板,90,460303.66,10076.81,39368.86,0.46,5114.49
2024-05-30,电子产品,相机,尼康Z6,85,395241.41,6409.65,23209.98,0.18,4649.9
2024-05-30,电子产品,相机,松下S5,50,129483.21,5237.62,10515.51,0.36,2589.66
2024-05-31,服装,童装,运动服,176,48289.19,2066.38,4065.9,0.31,274.37
2024-05-31,家居用品,厨具,进口刀具,129,23454.41,736.68,2345.04,0.49,181.82
2024-05-31,食品,生鲜,蔬菜,305,65755.39,971.16,8006.03,0.19,215.59
2024-05-31,服装,配饰,帽子,129,10024.75,196.6,521.7,0.33,77.71
2024-05-31,食品,调味品,进口橄榄油,435,291361.12,13113.42,27762.47,0.41,669.8
2024-05-31,服装,运动装,安德玛,125,42780.43,1024.43,6128.37,0.3,342.24
2024-05-31,家居用品,厨具,电饭煲,112,64412.42,1612.97,7730.98,0.43,575.11
2024-05-31,家居用品,家纺,毛巾套装,118,548998.62,19104.63,52756.07,0.44,4652.53
2024-05-31,服装,童装,外套,102,100846.49,2124.02,9053.52,0.16,988.69
2024-05-31,服装,配饰,钻石项链,237,628616.98,8601.21,33810.87,0.32,2652.39
2024-05-31,家居用品,卫浴,浴室柜,95,291171.12,3450.09,29854.08,0.28,3064.96
2024-05-31,电子产品,手机,vivo X100,72,476722.8,5519.76,29350.21,0.34,6621.15
2024-05-31,电子产品,手机,vivo X100,53,426904.8,14390.14,63721.74,0.43,8054.81
2024-05-31,家居用品,厨具,炒锅套装,44,12411.53,256.44,812.83,0.43,282.08
2024-05-31,家居用品,收纳,储物箱,34,35015.25,1430.05,4853.72,0.45,1029.86
2024-05-31,电子产品,手机,小米14,3,8310.83,143.95,531.53,0.37,2770.28
2024-05-31,食品,调味品,松露油,467,188376.59,1933.73,19655.55,0.22,403.38
2024-06-01,食品,生鲜,蔬菜,167,91813.69,4174.41,8302.66,0.43,549.78
2024-06-01,电子产品,平板电脑,iPad Pro,47,433513.05,10346.54,52799.21,0.4,9223.68
2024-06-01,电子产品,手机,iPhone 14 Pro,52,155172.33,6249.9,16940.0,0.27,2984.08
2024-06-01,食品,零食,高端坚果,341,257778.15,3665.29,20625.14,0.22,755.95
2024-06-01,电子产品,配件,手机壳,44,142712.6,3395.69,10602.0,0.45,3243.47
2024-06-01,食品,生鲜,牛肉,43,8768.11,206.89,1144.45,0.18,203.91
2024-06-01,食品,粮油,调和油,308,181721.54,8470.56,25786.73,0.4,590.0
2024-06-01,食品,粮油,橄榄油,79,59978.25,852.72,5370.63,0.3,759.22
2024-06-01,电子产品,相机,富士X-T4,21,122542.83,2911.43,13289.03,0.17,5835.37
2024-06-01,服装,女装,羽绒服,16,6294.0,74.4,597.64,0.27,393.38
2024-06-01,家居用品,卫浴,镜子,29,129187.0,4884.63,11975.65,0.48,4454.72
2024-06-01,电子产品,笔记本,戴尔XPS,58,117847.63,1676.83,12417.94,0.45,2031.86
2024-06-01,家居用品,收纳,储物箱,123,529563.48,19890.62,26602.01,0.38,4305.39
2024-06-02,家居用品,家纺,羽绒被,181,447330.02,13640.95,57897.03,0.37,2471.44
2024-06-02,家居用品,家具,床架,125,455396.07,17952.21,44184.15,0.46,3643.17
2024-06-02,食品,粮油,有机大米,469,222548.41,8433.89,14786.73,0.46,474.52
2024-06-02,服装,男装,休闲西装,124,264983.72,9297.63,17745.95,0.38,2136.97
2024-06-02,服装,童装,连衣裙,191,477716.68,20171.78,29307.06,0.22,2501.13
2024-06-02,电子产品,笔记本,MacBook Air,5,40770.2,794.65,2765.43,0.49,8154.04
2024-06-02,食品,零食,糖果,479,428694.76,6077.93,47014.13,0.25,894.98
2024-06-02,服装,男装,休闲西装,141,421295.32,9897.25,48770.0,0.23,2987.91
2024-06-02,家居用品,收纳,置物架,90,173926.28,6566.42,21023.23,0.4,1932.51
2024-06-02,家居用品,家纺,羽绒被,159,390507.09,6723.03,55512.41,0.16,2456.02
2024-06-02,电子产品,手机,iPhone 15 Pro,36,236406.28,5576.72,32055.98,0.39,6566.84
2024-06-02,食品,零食,薯片,413,196123.39,3118.57,18027.27,0.49,474.88
2024-06-03,电子产品,相机,富士X-T4,100,129536.17,4409.05,9865.48,0.47,1295.36
2024-06-03,服装,女装,连衣裙,87,173216.89,5814.95,20961.83,0.46,1991.0
2024-06-03,食品,生鲜,进口水果,269,20669.21,665.95,2028.63,0.37,76.84
2024-06-03,电子产品,相机,索尼A7M4,79,198155.29,3833.82,20105.88,0.26,2508.29
2024-06-03,家居用品,收纳,收纳柜,29,30326.89,1415.71,2671.03,0.28,1045.75
2024-06-03,电子产品,手机,iPhone 15 Pro,32,125804.93,3679.46,15624.3,0.15,3931.4
2024-06-03,食品,粮油,面条,461,391073.53,13495.23,38662.52,0.29,848.32
2024-06-03,家居用品,家纺,毛巾套装,108,206642.53,9748.92,19952.43,0.49,1913.36
2024-06-03,服装,女装,套装,284,775375.82,25484.15,85609.17,0.29,2730.2
2024-06-03,电子产品,游戏机,Xbox Series X,88,39530.68,1101.03,4876.89,0.26,449.21
2024-06-03,电子产品,智能手表,OPPO Watch,75,135855.87,2966.07,13163.67,0.29,1811.41
2024-06-03,食品,调味品,酱油,346,63946.67,2440.93,5684.64,0.33,184.82
2024-06-03,家居用品,灯具,射灯,71,85120.47,3029.04,5778.98,0.28,1198.88
2024-06-03,电子产品,配件,充电器,61,384482.55,15156.87,55587.04,0.34,6302.99
2024-06-03,电子产品,笔记本,MacBook Pro,48,424252.48,9148.17,32647.19,0.39,8838.59
2024-06-03,食品,调味品,调味料,159,56140.99,2653.75,5054.05,0.23,353.09
2024-06-04,家居用品,卫浴,智能马桶,78,43851.76,773.64,5115.8,0.48,562.2
2024-06-04,家居用品,卫浴,智能马桶,164,248412.32,9070.22,28078.19,0.36,1514.71
2024-06-04,服装,配饰,帽子,183,386208.17,12786.46,35064.0,0.48,2110.43
2024-06-04,家居用品,卫浴,镜子,49,73697.84,3327.21,10508.96,0.39,1504.04
2024-06-04,服装,童装,连衣裙,210,131285.12,2080.96,14958.23,0.35,625.17
2024-06-04,食品,生鲜,海鲜礼盒,145,60177.72,1860.87,4596.76,0.2,415.02
2024-06-04,服装,女装,连衣裙,284,331893.9,14283.8,19062.54,0.43,1168.64
2024-06-04,食品,生鲜,蔬菜,492,167269.54,6332.42,23246.48,0.49,339.98
2024-06-04,家居用品,家纺,羽绒被,143,675280.21,9371.48,40155.82,0.25,4722.24
2024-06-04,电子产品,相机,富士X-T4,45,366695.81,4280.0,46585.2,0.23,8148.8
2024-06-04,电子产品,智能手表,OPPO Watch,63,347491.58,10810.86,21348.12,0.5,5515.74
2024-06-04,电子产品,智能手表,Garmin,100,392456.2,5952.33,50315.54,0.29,3924.56
2024-06-05,家居用品,家具,办公椅,199,538316.99,24535.49,42446.62,0.26,2705.11
2024-06-05,电子产品,平板电脑,Samsung Tab,82,450559.12,16374.02,48775.9,0.49,5494.62
2024-06-05,家居用品,厨具,电饭煲,59,78417.88,2641.39,6228.42,0.32,1329.12
2024-06-05,家居用品,收纳,置物架,107,30508.04,383.28,4282.09,0.16,285.12
2024-06-05,服装,配饰,手表,181,464418.35,16038.58,46249.62,0.31,2565.85
2024-06-05,电子产品,相机,索尼A7M4,85,107396.25,2469.26,9737.68,0.17,1263.49
2024-06-05,食品,零食,糖果,444,353948.03,11445.58,33167.56,0.38,797.18
2024-06-05,家居用品,收纳,收纳柜,29,98562.93,2932.01,12665.83,0.43,3398.72
2024-06-05,服装,配饰,帽子,179,69000.16,1614.42,5242.16,0.41,385.48
2024-06-05,服装,男装,裤子,297,552600.42,18448.98,51575.7,0.27,1860.61
2024-06-05,食品,零食,进口巧克力,366,197259.83,2752.46,19262.38,0.41,538.96
2024-06-05,服装,童装,运动服,20,3922.45,70.52,282.6,0.34,196.12
2024-06-05,家居用品,收纳,收纳柜,102,371567.06,8185.36,22219.39,0.26,3642.81
2024-06-05,电子产品,相机,索尼A7M4,33,133805.19,2462.06,13170.49,0.19,4054.7
2024-06-06,电子产品,相机,富士X-T4,15,55675.01,2395.51,7762.45,0.33,3711.67
2024-06-06,服装,女装,羽绒服,208,441849.06,21020.11,59040.1,0.19,2124.27
2024-06-06,家居用品,家纺,羽绒被,179,705858.09,24006.9,96480.1,0.43,3943.34
2024-06-06,食品,饮料,矿泉水,450,427978.53,6672.05,59044.97,0.45,951.06
2024-06-06,电子产品,平板电脑,华为MatePad,89,164653.4,5651.61,15136.51,0.24,1850.04
2024-06-06,电子产品,智能手表,OPPO Watch,23,222807.88,7459.77,29214.03,0.46,9687.3
2024-06-06,电子产品,手机,小米14,80,618840.96,12368.26,36029.99,0.24,7735.51
2024-06-06,食品,饮料,矿泉水,229,4137.16,113.52,416.98,0.48,18.07
2024-06-06,家居用品,灯具,北欧吊灯,15,5440.49,147.94,714.21,0.3,362.7
2024-06-06,电子产品,笔记本,戴尔XPS,43,140780.4,6579.13,7222.53,0.37,3273.96
2024-06-06,家居用品,家纺,床上四件套,126,55012.85,1788.89,5920.09,0.15,436.61
2024-06-06,服装,童装,品牌童装,161,309412.46,9382.49,29963.33,0.45,1921.82
2024-06-06,电子产品,相机,富士X-T4,1,9831.87,435.52,1095.76,0.37,9831.87
2024-06-06,服装,童装,运动服,85,99855.24,4127.36,6754.55,0.28,1174.77
2024-06-06,食品,饮料,矿泉水,103,54005.27,1083.94,5341.46,0.27,524.32
2024-06-07,家居用品,灯具,落地灯,97,121827.15,4282.0,16510.3,0.2,1255.95
2024-06-07,食品,生鲜,牛肉,330,9736.93,432.31,756.2,0.33,29.51
2024-06-07,食品,零食,薯片,377,243509.3,8257.05,22184.96,0.5,645.91
2024-06-07,电子产品,手机,华为P60,59,372101.7,12141.55,37215.21,0.3,6306.81
2024-06-07,食品,粮油,橄榄油,278,250656.0,7580.23,32375.91,0.27,901.64
2024-06-07,服装,童装,品牌童装,24,65191.74,1885.86,5218.91,0.2,2716.32
2024-06-07,服装,男装,休闲西装,96,20992.6,652.84,2005.29,0.19,218.67
2024-06-07,食品,零食,薯片,303,84580.41,3338.65,10424.46,0.36,279.14
2024-06-07,家居用品,厨具,料理机,111,318015.79,10048.82,22283.54,0.39,2865.01
2024-06-07,食品,零食,进口巧克力,465,441641.13,10464.05,32991.76,0.16,949.77
2024-06-07,食品,粮油,有机大米,223,172091.46,5502.62,13450.44,0.36,771.71
2024-06-07,服装,运动装,彪马,122,45925.42,2043.41,2912.99,0.47,376.44
2024-06-07,服装,男装,休闲西装,141,380647.58,14199.48,22338.25,0.29,2699.63
2024-06-07,服装,男装,休闲西装,86,139412.64,5753.86,10205.12,0.28,1621.08
2024-06-08,服装,男装,夹克,119,88481.7,2387.63,12457.11,0.34,743.54
2024-06-08,食品,粮油,调和油,165,86221.0,2273.77,7423.13,0.48,522.55
2024-06-08,服装,男装,商务西服,76,158385.06,6108.28,20047.26,0.23,2084.01
2024-06-08,服装,配饰,奢侈品包包,194,429203.28,16324.34,26881.57,0.23,2212.39
2024-06-08,家居用品,灯具,北欧吊灯,197,881331.95,33727.36,93541.82,0.2,4473.77
2024-06-08,服装,运动装,耐克运动服,76,143296.29,4156.07,15941.0,0.18,1885.48
2024-06-08,电子产品,游戏机,Switch OLED,50,439412.94,18418.95,35999.2,0.4,8788.26
2024-06-08,食品,粮油,面条,137,69228.34,1215.31,3964.82,0.21,505.32
2024-06-08,服装,配饰,手表,46,125936.8,4849.39,15254.3,0.2,2737.76
2024-06-08,服装,配饰,手表,13,10777.56,115.6,732.78,0.24,829.04
2024-06-08,电子产品,笔记本,戴尔XPS,38,189371.66,8218.45,19121.42,0.29,4983.46
2024-06-08,家居用品,收纳,置物架,177,328245.21,9455.96,38159.76,0.45,1854.49
2024-06-08,电子产品,相机,松下S5,33,91781.57,3572.59,9801.63,0.29,2781.26
2024-06-08,食品,粮油,面条,119,110273.1,3006.64,14017.55,0.17,926.66
2024-06-08,家居用品,灯具,射灯,92,323330.73,4559.27,39023.09,0.33,3514.46
2024-06-08,电子产品,手机,iPhone 14 Pro,14,28710.27,1137.05,4278.01,0.48,2050.73
2024-06-08,家居用品,厨具,电饭煲,73,33716.46,954.54,2895.48,0.43,461.87
2024-06-09,食品,生鲜,三文鱼,491,355916.48,9693.72,21516.59,0.28,724.88
2024-06-09,食品,饮料,进口红酒,472,278514.23,13538.07,19847.49,0.16,590.07
2024-06-09,食品,饮料,进口红酒,280,268382.56,8874.3,24407.95,0.43,958.51
2024-06-09,家居用品,灯具,水晶吊灯,173,316179.55,7917.94,43287.76,0.17,1827.63
2024-06-09,食品,零食,糖果,401,28372.94,900.02,4232.81,0.38,70.76
2024-06-09,食品,粮油,橄榄油,186,68792.76,793.16,5002.33,0.21,369.85
2024-06-09,服装,配饰,帽子,242,658855.34,7604.09,87572.86,0.47,2722.54
2024-06-09,电子产品,手机,华为P60,85,458441.61,19112.26,42121.38,0.2,5393.43
2024-06-09,食品,饮料,进口红酒,231,114552.24,1272.64,10907.16,0.24,495.9
2024-06-09,电子产品,平板电脑,iPad Pro,81,201716.71,3201.82,15978.6,0.45,2490.33
2024-06-09,食品,调味品,调味料,382,156537.64,4196.73,11700.49,0.27,409.78
2024-06-09,食品,零食,饼干,232,69974.79,3241.24,9229.31,0.46,301.62
2024-06-09,食品,调味品,醋,441,407442.66,18136.03,29523.5,0.4,923.91
2024-06-09,服装,童装,外套,82,32516.22,624.41,2476.8,0.45,396.54
2024-06-09,食品,粮油,进口面粉,467,93352.33,3460.4,8150.05,0.37,199.9
2024-06-10,服装,男装,商务西服,139,50008.45,2143.47,3733.81,0.24,359.77
2024-06-10,食品,生鲜,三文鱼,141,98878.8,2643.88,12288.6,0.17,701.27
2024-06-10,食品,饮料,果汁,426,251447.62,3681.8,21186.78,0.46,590.25
2024-06-10,电子产品,智能手表,华为Watch,54,77676.19,1191.27,11297.95,0.44,1438.45
2024-06-10,家居用品,灯具,水晶吊灯,121,345674.03,9929.09,51485.13,0.32,2856.81
2024-06-10,服装,男装,休闲西装,134,250728.76,7422.17,33975.8,0.38,1871.11
2024-06-10,电子产品,智能手表,小米手环,43,103962.77,1401.67,11620.27,0.25,2417.74
2024-06-10,家居用品,灯具,水晶吊灯,21,64466.24,1235.06,6398.28,0.44,3069.82
2024-06-10,服装,女装,套装,286,180645.37,6651.87,9530.09,0.37,631.63
2024-06-10,家居用品,家具,书柜,10,21970.76,658.6,2534.62,0.18,2197.08
2024-06-10,食品,调味品,进口橄榄油,36,5232.72,131.54,484.62,0.35,145.35
2024-06-10,家居用品,卫浴,浴室柜,86,158175.79,3779.89,22094.43,0.48,1839.25
2024-06-10,家居用品,卫浴,浴室柜,177,312999.6,4696.32,25077.28,0.24,1768.36
2024-06-10,家居用品,家纺,羽绒被,60,253133.07,5566.32,13633.41,0.3,4218.88
2024-06-10,食品,粮油,面条,213,201417.18,4644.69,29299.39,0.21,945.62
2024-06-10,食品,粮油,调和油,224,24376.72,765.28,1668.24,0.45,108.82
2024-06-10,电子产品,笔记本,华为MateBook,12,20192.82,346.2,2291.52,0.47,1682.73
2024-06-10,家居用品,家具,实木餐桌,93,50819.42,750.95,6033.96,0.32,546.45
2024-06-11,家居用品,家具,真皮沙发,81,8751.32,278.21,1242.49,0.32,108.04
2024-06-11,电子产品,平板电脑,iPad Pro,4,20152.51,803.66,1497.6,0.47,5038.13
2024-06-11,家居用品,厨具,炒锅套装,22,24497.67,265.48,2286.66,0.3,1113.53
2024-06-11,电子产品,游戏机,Switch OLED,10,68702.61,1359.41,7489.57,0.46,6870.26
2024-06-11,食品,调味品,醋,299,242326.84,10931.53,30332.88,0.21,810.46
2024-06-11,家居用品,厨具,进口刀具,181,428535.61,11210.78,63939.83,0.23,2367.6
2024-06-11,电子产品,智能手表,OPPO Watch,99,252678.63,6969.38,31298.8,0.33,2552.31
2024-06-11,食品,调味品,松露油,47,19304.87,759.25,1204.35,0.42,410.74
2024-06-11,食品,粮油,进口面粉,456,194863.88,7713.03,20502.32,0.24,427.33
2024-06-11,家居用品,收纳,置物架,83,75745.16,3787.17,6985.68,0.29,912.59
2024-06-11,食品,粮油,进口面粉,177,105520.77,1993.37,8640.21,0.36,596.16
2024-06-11,电子产品,笔记本,华为MateBook,53,144074.56,7140.53,18566.53,0.21,2718.39
2024-06-12,服装,女装,外套,75,161436.65,7516.85,23199.57,0.33,2152.49
2024-06-12,食品,饮料,进口红酒,464,76158.41,2623.15,10103.83,0.48,164.13
2024-06-12,家居用品,家具,真皮沙发,128,97448.71,3279.22,10900.76,0.5,761.32
2024-06-12,家居用品,灯具,射灯,27,103450.2,4616.99,14816.96,0.44,3831.49
2024-06-12,电子产品,配件,手机壳,6,13096.27,395.8,1517.11,0.22,2182.71
2024-06-12,食品,粮油,橄榄油,354,149185.02,2494.92,15087.74,0.4,421.43
2024-06-12,家居用品,家具,床架,47,180600.81,8670.14,24453.06,0.37,3842.57
2024-06-12,食品,生鲜,海鲜礼盒,460,338071.94,14962.33,39899.97,0.49,734.94
2024-06-12,服装,童装,品牌童装,115,237969.76,2909.56,21184.93,0.25,2069.3
2024-06-12,电子产品,配件,平板保护套,31,136991.12,6433.65,14040.5,0.5,4419.07
2024-06-12,家居用品,收纳,置物架,163,150321.87,5479.95,9764.46,0.21,922.22
2024-06-12,家居用品,灯具,水晶吊灯,13,64511.89,2287.96,3261.5,0.18,4962.45
2024-06-12,电子产品,手机,OPPO Find X,20,93996.19,3167.11,9152.39,0.29,4699.81
2024-06-12,服装,女装,套装,278,71530.46,3067.45,7225.57,0.41,257.3
2024-06-12,食品,生鲜,蔬菜,327,81097.75,3314.24,10543.16,0.16,248.01
2024-06-13,食品,调味品,醋,39,29142.95,739.6,3457.74,0.23,747.26
2024-06-13,食品,粮油,进口面粉,289,135678.79,1468.6,7360.33,0.3,469.48
2024-06-13,服装,男装,夹克,55,23388.06,306.15,2580.97,0.39,425.24
2024-06-13,食品,生鲜,进口水果,139,8143.84,149.42,1064.86,0.28,58.59
2024-06-13,电子产品,手机,iPhone 14 Pro,29,248344.9,6396.32,29341.5,0.41,8563.62
2024-06-13,家居用品,收纳,储物箱,23,109089.74,3961.22,10602.77,0.43,4743.03
2024-06-13,电子产品,配件,无线耳机,64,118463.67,2550.69,11638.46,0.17,1850.99
2024-06-13,电子产品,平板电脑,小米平板,100,252981.24,8288.47,18449.2,0.22,2529.81
2024-06-13,服装,童装,品牌童装,189,214729.7,6245.64,23050.94,0.16,1136.14
2024-06-13,服装,配饰,帽子,215,339348.46,5862.91,23437.51,0.43,1578.36
2024-06-14,家居用品,卫浴,浴缸套装,36,92772.78,3390.46,5139.69,0.3,2577.02
2024-06-14,电子产品,智能手表,Apple Watch,72,489968.01,9620.72,51780.34,0.17,6805.11
2024-06-14,家居用品,灯具,射灯,48,15617.89,774.19,2236.83,0.16,325.37
2024-06-14,服装,女装,真丝旗袍,10,18397.16,677.78,2012.71,0.27,1839.72
2024-06-14,家居用品,收纳,储物箱,30,57413.43,2115.71,7174.58,0.37,1913.78
2024-06-14,服装,配饰,钻石项链,237,212722.75,2326.8,26123.59,0.25,897.56
2024-06-14,电子产品,配件,充电器,91,73377.16,3503.49,4666.1,0.34,806.34
2024-06-14,食品,粮油,进口面粉,384,68226.26,2367.79,6300.98,0.39,177.67
2024-06-14,服装,女装,外套,274,584263.56,7897.63,66511.94,0.47,2132.35
2024-06-14,服装,配饰,帽子,186,122255.32,2169.43,14103.87,0.22,657.29
2024-06-14,食品,零食,饼干,41,10988.71,240.0,559.67,0.22,268.02
2024-06-15,食品,饮料,矿泉水,307,33230.15,479.83,3017.49,0.35,108.24
2024-06-15,家居用品,家纺,床上四件套,105,292253.76,5659.86,38991.15,0.48,2783.37
2024-06-15,服装,女装,连衣裙,83,241335.54,9671.89,19260.49,0.23,2907.66
2024-06-15,电子产品,配件,平板保护套,68,300792.9,8485.97,23357.21,0.38,4423.42
2024-06-15,电子产品,笔记本,戴尔XPS,65,497809.01,20471.8,29477.53,0.18,7658.6
2024-06-15,家居用品,厨具,烤箱,132,378225.88,13925.85,42866.37,0.47,2865.35
2024-06-15,家居用品,卫浴,浴缸套装,120,93035.07,2515.18,8996.96,0.36,775.29
2024-06-15,家居用品,家纺,毛巾套装,197,58924.59,1095.45,5947.05,0.44,299.11
2024-06-15,电子产品,相机,佳能R6,73,299120.59,11320.46,35332.19,0.49,4097.54
2024-06-16,服装,女装,羽绒服,227,97971.15,1321.08,10713.94,0.27,431.59
2024-06-16,家居用品,灯具,水晶吊灯,8,21356.08,499.14,1284.46,0.44,2669.51
2024-06-16,服装,配饰,手表,126,13647.78,491.9,935.78,0.32,108.32
